orf_id	Essential	orf_size	upstream_size	downstream_size	upstream_conservation	downstream_conservation	recombination	paralagous_count	phyletic_retention	promoter_count(Harbison_et_al)	DIP_degree	MW	PI	CAI	Codon_bias	ALA	ARG	ASN	ASP	CYS	GLN	GLU	GLY	HIS	ILE	LEU	LYS	MET	PHE	PRO	SER	THR	TRP	TYR	VAL	FOP_score	Gravy_score	aromaticity_score	num places loc	actin	ambiguous	bud	bud neck	cell periphery	cytoplasm	endosome	ER	ER to Golgi	Golgi	Golgi to ER	Golgi to Vacuole	lipid particle	microtubule	mitochondrion	nuclear periphery	nucleolus	nucleus	peroxisome	punctate composite	spindle pole	vacuolar membrane	vacuole
YDR131C	0	1671	355	167	0	0	0.94	1	0	0	5	65242	7.06	0.132	-0.021	16	22	43	33	12	15	34	17	12	37	70	43	11	40	24	40	28	7	27	25	0.403	-0.272662	0.133094	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR132C	0	1488	2700	355	0.122	0	0.98	1	1	0	4	57194	7.36	0.132	0.019	22	20	29	33	9	15	30	18	8	41	53	43	8	25	24	47	24	3	31	12	0.426	-0.438788	0.119192	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR135C	0	4548	707	2700	0.114	0	0.9	8	4	0	1	171120	8.49	0.149	0.092	99	68	86	65	20	56	78	84	29	124	184	88	34	78	44	116	86	24	53	99	0.459	0.064158	0.10231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YDR137W	0	1992	707	327	0.080622348	0	1.01	0	1	12	0	75317	5.68	0.112	-0.048	19	25	40	39	6	24	55	32	12	49	60	56	14	32	26	68	42	4	20	40	0.394	-0.464857	0.084465	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR138W	0	2259	327	781	0	0	0.87	0	1	19	11	87828	5.03	0.157	0.061	34	37	61	48	7	25	76	20	8	54	67	65	14	43	28	70	35	10	28	22	0.456	-0.722872	0.107713	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR139C	0	307	213	781	0	0	0.83	0	2	0	2	8693	6.26	0.111	0.066	1	2	1	4	0	5	8	6	3	6	12	8	2	1	2	3	5	0	1	7	0.453	-0.197403	0.025974	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR140W	0	666	213	97	0	0	0.83	0	5	11	3	24973	4.81	0.123	-0.004	14	8	11	16	6	8	15	10	2	16	25	16	3	9	12	13	9	4	7	17	0.407	-0.10362	0.090498	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR141C	1	5097	475	97	0.006315789	0	0.82	0	5	0	3	194685	5.49	0.127	0.034	58	71	94	94	19	45	125	64	26	130	262	115	27	79	55	164	91	24	61	94	0.423	-0.06702	0.096584	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YDR142C	0	1128	441	475	0.204081633	0.006315789	0.9	0	3	0	8	42323	8.34	0.112	-0.032	21	18	31	19	7	13	14	27	10	22	34	19	7	23	13	35	20	11	10	21	0.384	-0.276533	0.117333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR143C	0	1833	436	441	0.098623853	0.204081633	0.94	0	2	0	3	65618	4.93	0.154	0.141	40	35	80	35	6	31	36	42	13	20	32	14	3	17	45	80	45	2	8	26	0.479	-1.02639	0.044262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR144C	0	1791	636	436	0	0.098623853	0.94	4	1	0	1	64269	4.4	0.145	0.064	34	7	32	39	5	17	23	41	8	35	46	28	12	29	18	88	67	4	27	36	0.452	-0.15906	0.100671	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR145W	1	1620	636	255	0	0.239215686	0.83	0	3	47	10	61072	10.36	0.115	0.029	38	28	57	18	2	76	33	18	5	25	34	39	9	10	22	42	43	4	11	25	0.435	-1.10742	0.046382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR146C	0	2130	888	255	0.368	0.239215686	0.86	1	0	0	12	79774	9.11	0.143	0.092	22	39	63	38	9	34	48	37	13	34	59	57	14	22	44	83	43	2	20	28	0.459	-0.908745	0.062059	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR147W	0	1605	888	439	0.255630631	0.075170843	1.09	1	1	75	0	61656	5.69	0.134	-0.041	16	17	34	42	11	17	34	24	14	38	55	45	12	24	21	47	29	12	20	22	0.396	-0.487828	0.104869	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR150W	0	8247	561	303	0.306595365	0.112211221	0.86	0	1	41	8	313030	5.18	0.163	0.064	164	67	173	170	30	83	306	63	86	126	319	286	53	58	96	278	136	8	114	132	0.45	-0.705604	0.065502	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR151C	0	978	550	303	0.184	0.112211221	0.93	1	4	0	1	36772	8.83	0.122	-0.009	12	11	33	15	9	9	18	11	5	17	32	30	3	8	25	32	30	3	16	6	0.404	-0.812308	0.083077	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR152W	0	798	550	232	0.174545455	0.422413793	1.09	0	3	49	3	31030	4.33	0.182	0.152	12	9	9	21	3	16	44	11	5	13	27	25	7	8	7	12	11	2	10	13	0.512	-0.891321	0.075472	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR153C	0	1236	540	232	0.002	0.422413793	1.08	0	1	0	0	47321	6.44	0.16	0.064	25	27	35	42	2	25	25	13	7	26	31	36	5	13	12	30	26	3	12	16	0.457	-1.01168	0.068127	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR155C	0	489	524	540	0.396	0.001851852	1.45	2	5	0	30	17391	7.51	0.614	0.714	10	5	7	10	2	4	7	23	4	7	8	12	3	12	10	9	8	1	5	15	0.829	-0.23642	0.111111	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR156W	0	414	524	418	0.377862595	0.126794258	1.32	0	1	43	1	14585	4.93	0.152	0.143	14	4	9	9	0	7	7	7	2	10	8	8	3	5	5	14	18	0	0	7	0.5	-0.383212	0.036496	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YDR158W	0	1098	418	422	0.126794258	0.182464455	0.94	0	2	0	4	39543	6.7	0.431	0.549	33	15	12	21	9	11	24	28	8	31	34	27	4	11	22	22	16	2	7	28	0.73	-0.043562	0.054795	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR159W	0	3906	422	380	0.182464455	0	0.81	0	3	19	1	149567	9.54	0.141	0.031	54	60	93	68	13	71	88	35	31	83	130	117	26	57	60	134	78	7	43	53	0.432	-0.653882	0.082244	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR160W	1	2559	380	321	0	0.056074766	0.84	1	1	26	0	95743	9.39	0.112	0.008	52	44	37	38	7	27	37	61	18	74	72	41	20	57	26	95	50	10	41	45	0.411	-0.043427	0.126761	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR161W	0	1164	321	183	0.056074766	0.459016393	0.81	0	2	20	0	42942	4.1	0.122	0.031	28	6	23	20	4	22	48	29	1	29	46	25	10	12	13	23	14	3	12	19	0.428	-0.268734	0.069767	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR162C	0	711	322	183	0.226708075	0.459016393	1.17	0	2	0	4	26570	3.84	0.11	-0.097	13	5	19	27	0	8	28	14	3	14	14	12	5	5	7	15	18	2	12	15	0.38	-0.841525	0.080508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR163W	0	528	322	90	0.226708075	0.533333333	0.82	0	3	14	0	19935	9.79	0.088	-0.095	13	12	10	7	1	9	21	11	8	3	13	20	3	3	3	13	13	1	4	7	0.345	-1.28343	0.045714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR164C	1	2175	655	90	0.08	0.533333333	0.81	0	4	0	3	83480	7.3	0.159	0.095	39	37	49	46	5	31	50	23	18	62	73	57	8	42	41	49	30	3	25	36	0.471	-0.427486	0.096685	4	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR165W	0	1335	655	100	0.061068702	0	1.32	0	4	54	1	50488	6.7	0.192	0.082	21	12	31	33	7	17	26	18	13	40	35	42	3	26	16	46	17	5	13	23	0.477	-0.435586	0.099099	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR166C	1	2916	227	100	0	0	1.01	0	2	0	2	112120	5.66	0.16	0.063	25	33	91	51	14	57	67	32	11	93	109	72	14	52	27	95	54	10	32	32	0.464	-0.408445	0.096807	4	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR167W	1	621	227	258	0	0.151162791	0.84	0	4	15	25	23019	4.28	0.096	-0.072	19	10	13	22	0	17	15	10	1	9	12	12	4	8	8	14	9	0	7	16	0.371	-0.754369	0.072816	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR168W	1	1521	258	499	0.151162791	0.382765531	1.23	0	3	13	4	58385	4.78	0.201	0.07	25	9	29	47	0	23	55	13	13	37	44	62	19	22	17	39	17	2	10	23	0.474	-0.751383	0.067194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR169C	0	1542	684	499	0.36	0.382765531	0.8	0	1	0	2	56264	7.53	0.108	-0.018	34	24	43	25	2	23	34	17	16	27	34	34	8	13	35	79	32	3	5	25	0.39	-0.805848	0.040936	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR170C	1	6030	4398	1469	0.486	0	0.92	0	3	0	11	226884	4.51	0.193	0.162	115	85	132	152	26	85	175	69	34	128	201	116	39	95	61	206	116	15	43	116	0.508	-0.422698	0.076157	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YDR171W	0	1128	4398	575	0.308	0	1.03	0	0	188	9	42817	4.84	0.182	0.195	17	18	22	23	1	20	43	24	12	15	24	25	4	9	35	23	18	0	24	18	0.523	-1.12667	0.088	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR172W	1	2058	575	183	0.006956522	0.633879781	0.98	1	4	47	14	76551	7	0.315	0.359	43	18	45	30	5	53	57	60	13	32	35	66	19	16	30	35	39	4	35	50	0.63	-0.797226	0.080292	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR173C	0	1068	477	183	0.582809224	0.633879781	1.27	0	2	0	3	40353	4.41	0.111	-0.074	15	16	16	43	2	9	28	21	5	19	41	28	9	14	11	32	16	2	14	14	0.36	-0.641127	0.084507	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR174W	0	741	477	342	0.582809224	0.30994152	1.64	0	1	42	15	27544	9.29	0.314	0.387	20	8	11	17	0	8	23	7	5	12	19	34	1	6	17	25	13	2	6	12	0.638	-0.928862	0.056911	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YDR176W	0	2109	299	317	0.2909699	0.466876972	0.91	0	3	19	25	79281	4.84	0.133	0.022	34	30	56	65	1	37	60	34	6	38	62	70	11	21	43	52	40	5	12	25	0.424	-1.00755	0.054131	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR177W	1	648	317	424	0.466876972	0.382075472	1.04	0	4	22	1	24178	4.97	0.158	0.094	14	8	10	16	1	8	18	11	6	15	20	16	4	8	14	15	10	2	6	13	0.464	-0.461395	0.074419	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR178W	0	546	424	212	0.382075472	0.226415094	1.06	1	0	32	1	20248	9.59	0.194	0.217	12	6	5	6	2	3	9	13	3	7	17	13	10	9	11	16	13	3	10	13	0.524	-0.037017	0.121547	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR179C	0	489	820	212	0.37	0.226415094	1.25	0	1	0	6	19476	4.88	0.109	-0.143	2	7	8	9	3	7	22	2	3	15	19	16	5	6	4	11	8	2	7	6	0.355	-0.584568	0.092593	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR179W-A	0	807	820	470	0.358536585	0.138297872	0.81	0	1	55	0	53729	8.63	0.132	-0.029	17	21	33	26	12	15	19	12	11	39	58	33	10	27	17	43	27	5	21	17	0.397	-0.169546	0.114471	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR180W	1	4482	470	133	0.138297872	0.187969925	0.97	0	3	34	2	171100	6.82	0.141	0.024	61	54	102	95	20	44	93	40	32	125	211	124	27	71	39	130	85	7	51	82	0.429	-0.129873	0.086403	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR181C	0	1446	226	133	0.207964602	0.187969925	0.89	0	1	0	1	55409	10.23	0.132	0.035	18	34	31	23	5	17	46	13	9	38	33	54	15	11	23	45	31	3	7	25	0.441	-0.847817	0.043659	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR182W	1	1476	226	93	0.207964602	0.032258065	0.95	0	3	11	0	57147	10.28	0.12	-0.038	18	29	22	28	5	22	17	22	15	31	37	35	13	26	27	50	26	11	27	30	0.388	-0.474949	0.130346	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR183W	0	693	230	351	0	0.233618234	1	0	5	15	0	26622	4.89	0.126	-0.051	7	13	16	22	4	8	22	10	7	11	23	18	3	10	3	16	13	0	8	16	0.392	-0.738261	0.078261	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR184C	0	885	420	351	0.107142857	0.233618234	1.32	0	1	0	4	33114	6.14	0.156	0.015	14	7	23	29	2	14	17	6	11	20	33	31	8	7	7	34	22	0	3	6	0.43	-0.791156	0.034014	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR185C	0	540	385	420	0.412987013	0.107142857	1.41	1	0	0	0	20921	10.3	0.116	-0.004	7	11	13	9	2	3	10	6	5	8	12	16	6	9	8	12	14	5	6	17	0.417	-0.503352	0.111732	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR186C	0	2634	928	385	0.696	0.412987013	1.02	0	1	0	0	98330	5.07	0.133	0.075	33	36	100	72	1	34	44	33	14	40	84	56	17	34	33	126	56	4	27	33	0.452	-0.818358	0.074116	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR188W	1	1641	928	330	0.394396552	0.215151515	2.44	7	5	71	18	59923	5.65	0.177	0.266	46	27	24	42	5	20	33	37	8	33	66	39	13	16	17	31	37	1	11	40	0.556	-0.167582	0.051282	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR189W	1	2001	330	211	0.215151515	0.208530806	1.35	1	5	21	6	74678	4.94	0.188	0.169	34	19	53	46	2	23	42	28	7	57	71	51	11	27	26	59	52	4	21	33	0.518	-0.331081	0.078078	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR190C	1	1392	341	211	0.524926686	0.208530806	1.19	1	4	0	5	50453	5.7	0.19	0.201	36	24	16	22	3	12	43	36	6	34	48	34	8	7	19	25	33	0	12	45	0.521	-0.123758	0.041037	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR191W	0	1113	341	119	0.524926686	0.008403361	1.2	1	2	25	0	41765	9.8	0.123	0.013	14	24	22	22	10	12	17	21	10	20	40	29	9	16	23	29	16	0	10	26	0.404	-0.372703	0.07027	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR192C	0	1293	1090	119	0.058	0.008403361	1.22	0	0	0	20	42778	10.73	0.092	-0.002	46	3	55	5	0	17	5	57	0	11	14	15	8	38	32	66	49	0	0	9	0.384	-0.407442	0.088372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR195W	0	1602	375	73	0.557333333	0.410958904	1.23	0	1	30	8	59818	10.43	0.149	0.058	23	17	39	37	3	18	24	18	10	32	56	73	11	17	32	58	30	0	12	23	0.444	-0.706942	0.054409	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR196C	1	726	228	73	0.039473684	0.410958904	1.09	0	4	0	1	27340	8.83	0.121	0.036	13	14	11	12	4	11	16	13	3	14	30	18	8	6	9	18	9	1	11	20	0.418	-0.194606	0.074689	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR198C	0	1440	306	135	0.245098039	0.17037037	0.88	0	2	0	1	55949	5.1	0.125	-0.021	12	17	31	30	8	9	38	18	13	47	53	32	4	23	18	44	20	10	28	24	0.413	-0.25929	0.127349	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR200C	0	1815	223	306	0.237668161	0.245098039	1.04	1	0	0	8	67283	7.47	0.121	0.011	24	28	54	34	3	35	42	32	15	36	55	47	12	18	31	57	40	0	6	35	0.417	-0.723013	0.039735	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR201W	1	498	223	83	0.237668161	0.445783133	0.98	0	1	19	15	18909	4.59	0.156	0.161	7	9	7	15	1	8	20	5	0	3	25	17	8	1	4	12	9	0	3	11	0.49	-0.740606	0.024242	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YDR202C	0	1056	183	83	0.650273224	0.445783133	1	0	1	0	0	40017	6.27	0.141	0.097	13	14	27	18	9	21	24	11	6	26	38	24	11	19	13	29	17	2	4	25	0.476	-0.204274	0.071225	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR205W	0	2175	201	533	0.462686567	0.308	0.89	0	3	12	2	80577	7.76	0.116	-0.01	44	17	37	28	7	16	23	32	34	61	109	34	12	47	27	78	51	6	20	41	0.394	0.337845	0.100829	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR206W	0	2655	533	303	0.348968105	0.264026403	1.13	1	1	38	5	99999	9.75	0.117	-0.026	49	26	73	39	6	52	37	38	13	53	85	64	32	51	39	107	40	11	32	37	0.392	-0.374095	0.106335	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR207C	0	2511	701	303	0.618	0.264026403	1.02	0	1	0	10	91123	10.32	0.145	0.123	58	46	88	48	9	33	31	38	21	29	47	62	10	20	60	123	68	3	17	25	0.47	-1.05502	0.047847	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR208W	1	2340	701	510	0.660485021	0.326	1.14	0	4	58	0	89320	10.13	0.143	0.052	30	46	58	53	4	27	34	25	35	48	66	61	16	28	44	84	56	3	31	30	0.441	-0.799872	0.079589	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR210W	0	228	510	13425	0.319607843	0.422	1.32	0	0	30	0	8571	4.03	0.29	0.406	0	0	1	2	7	21	3	8	0	0	6	2	1	1	9	3	0	0	8	3	0.649	-1.00133	0.12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR211W	1	2139	13425	366	0.567	0.273224044	1.01	0	4	88	10	81160	4.48	0.198	0.127	32	30	40	69	14	23	53	31	13	62	60	45	16	24	18	60	43	10	26	43	0.5	-0.398736	0.08427	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR212W	1	1680	366	839	0.273224044	0.862	0.87	7	5	22	16	60480	6.45	0.244	0.257	52	27	24	37	8	16	36	36	9	44	58	41	13	12	15	45	30	0	8	48	0.555	-0.035063	0.035778	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR213W	0	2742	839	382	0.618593564	0.280104712	1.01	2	0	69	0	100339	5.9	0.123	0.055	63	33	54	48	9	82	51	60	18	39	93	50	28	28	40	95	57	5	18	42	0.428	-0.528587	0.05586	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR214W	0	1053	382	1106	0.280104712	0.516	1.04	0	4	14	17	39435	7.52	0.17	0.132	16	9	19	15	3	14	30	20	6	19	25	36	2	22	15	40	18	7	8	26	0.496	-0.5	0.105714	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR216W	0	3972	1106	544	0.23	0.126	0.97	0	2	42	17	150939	6.71	0.154	0.047	57	61	120	86	22	37	75	46	37	74	147	86	29	75	48	151	71	4	49	48	0.435	-0.497657	0.09675	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR217C	0	3930	300	544	0.003333333	0.115808824	0.91	0	2	0	3	148396	5.06	0.121	-0.006	49	63	106	87	14	51	120	61	21	98	109	102	20	46	51	133	84	11	30	53	0.415	-0.744691	0.066463	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR218C	0	1272	402	300	0	0.003333333	0.89	6	1	0	4	48193	5.76	0.144	-0.009	14	21	34	39	5	13	28	21	9	31	42	37	5	11	14	31	25	1	17	25	0.415	-0.663357	0.068558	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR221W	0	2109	477	615	0.142557652	0.322	0.87	0	3	9	1	79907	4.6	0.152	0.071	32	30	47	54	18	26	68	38	10	37	72	52	10	29	19	61	24	3	31	41	0.454	-0.55755	0.089744	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR222W	0	1248	615	797	0.261788618	0.464	1.22	2	0	51	0	47414	8.41	0.185	0.116	8	13	27	25	8	17	20	24	8	27	33	37	8	26	16	42	23	5	18	30	0.493	-0.379277	0.118072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YDR223W	0	1404	797	814	0.291091593	0	0.83	0	0	42	1	51697	4.66	0.104	-0.098	18	19	34	46	8	5	36	21	12	23	34	34	3	14	21	70	29	2	13	25	0.355	-0.817987	0.062099	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR224C	1	396	817	814	0.238	0.153562654	1.04	1	4	0	23	14252	10.92	0.658	0.714	18	6	3	3	0	4	8	4	2	8	6	20	2	2	5	18	12	0	5	5	0.829	-0.7	0.053435	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR225W	0	399	817	557	0.247246022	0.71	1.03	1	3	67	28	13989	11.43	0.654	0.727	19	10	8	3	0	6	5	14	3	7	17	11	1	1	5	8	5	0	3	6	0.824	-0.315909	0.030303	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR227W	0	4077	416	278	0.293269231	0	1.06	0	1	18	15	152060	9.77	0.136	0.014	59	48	100	77	5	57	108	39	26	89	92	158	20	37	77	174	98	6	21	67	0.429	-0.883579	0.047128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YDR228C	1	1881	978	278	0.002	0	1.08	0	3	0	9	71898	7.81	0.169	0.125	22	19	56	32	10	51	40	21	14	34	72	55	10	19	20	54	42	6	22	27	0.492	-0.705272	0.07508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR229W	0	1362	978	146	0.103271984	0.239726027	1.22	0	1	66	6	49975	4.74	0.107	-0.034	22	18	37	39	3	20	33	29	10	18	45	31	7	11	13	60	29	2	11	15	0.381	-0.874172	0.05298	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YDR233C	0	888	771	371	0.492	0.215633423	2.17	0	2	0	1	32916	9.64	0.398	0.455	23	2	11	7	4	22	17	11	8	16	29	29	3	19	16	25	23	3	7	20	0.682	-0.164746	0.098305	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR234W	0	2082	771	293	0.357976654	0.14334471	1.72	3	2	55	0	75150	7.36	0.2	0.232	60	20	39	33	9	25	41	58	16	46	62	53	9	19	34	50	39	11	17	52	0.541	-0.210678	0.067821	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YDR235W	1	1635	293	97	0.14334471	0	1	0	1	19	6	65145	8.08	0.131	0.007	13	16	28	26	10	25	40	12	7	37	75	54	10	30	12	49	24	13	41	22	0.424	-0.314706	0.154412	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR238C	1	2922	240	401	0.308333333	0.379052369	0.82	0	4	0	7	109018	5.42	0.218	0.209	76	37	53	63	10	34	73	33	20	76	112	74	20	33	33	65	56	5	23	77	0.535	-0.110997	0.062693	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YDR239C	0	2364	253	240	0.102766798	0.308333333	0.75	0	1	0	1	86433	6.53	0.123	0.003	42	37	66	58	1	26	52	36	20	36	54	63	6	23	37	125	47	0	17	41	0.407	-0.912961	0.050826	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR240C	1	1479	1654	253	0.448	0.102766798	0.98	0	1	0	10	56498	10.1	0.121	0.038	18	27	33	19	8	32	27	26	13	39	38	37	11	23	22	48	23	3	22	23	0.439	-0.555081	0.097561	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR242W	0	1650	1654	61	0.126	0	1.03	0	2	78	0	61410	5.15	0.134	0.068	22	21	29	37	12	15	30	34	8	41	57	33	13	22	31	53	33	9	18	31	0.446	-0.200911	0.089253	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR243C	1	1767	278	61	0.305755396	0	0.91	17	2	0	2	66641	9.36	0.162	0.104	32	28	35	33	3	26	44	27	9	52	46	55	13	18	28	45	34	7	15	38	0.481	-0.484524	0.068027	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
